"Anno","Provincia","Comune","Grado Scolastico","Conta","Num. Tot Sezioni","Num Tot Maschi","Num Tot Femmine","Totale","Conta","Tot Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr. T","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr.","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr."
"2011-2012","TORINO","VILLAR PELLICE","1 - Scuola dell'infanzia","1","1","7","11","18","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VILLAR PELLICE","2 - Scuola primaria","0","","","","","1","5","22","25","47","0","","","","","0","","","",""
"2011-2012","TORINO","VILLAR PEROSA","1 - Scuola dell'infanzia","1","4","49","48","97","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VILLAR PEROSA","2 - Scuola primaria","0","","","","","1","10","83","115","198","0","","","","","0","","","",""
"2011-2012","TORINO","VILLAR PEROSA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","119","125","244","0","","","",""
"2011-2012","TORINO","VILLASTELLONE","1 - Scuola dell'infanzia","2","6","67","78","145","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VILLASTELLONE","2 - Scuola primaria","0","","","","","1","12","130","128","258","0","","","","","0","","","",""
"2011-2012","TORINO","VILLASTELLONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","55","70","125","0","","","",""
"2011-2012","TORINO","VINOVO","1 - Scuola dell'infanzia","3","15","216","170","386","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VINOVO","2 - Scuola primaria","0","","","","","2","32","329","321","650","0","","","","","0","","","",""
"2011-2012","TORINO","VINOVO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","18","201","208","409","0","","","",""
"2011-2012","TORINO","VIRLE PIEMONTE","1 - Scuola dell'infanzia","1","1","13","10","23","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VIRLE PIEMONTE","2 - Scuola primaria","0","","","","","1","5","25","21","46","0","","","","","0","","","",""
"2011-2012","TORINO","VISCHE","1 - Scuola dell'infanzia","1","1","13","12","25","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VISCHE","2 - Scuola primaria","0","","","","","1","5","26","18","44","0","","","","","0","","","",""
"2011-2012","TORINO","VISTRORIO","2 - Scuola primaria","0","","","","","1","6","41","33","74","0","","","","","0","","","",""
"2011-2012","TORINO","VIU'","1 - Scuola dell'infanzia","1","1","13","9","22","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VIU'","2 - Scuola primaria","0","","","","","1","5","20","22","42","0","","","","","0","","","",""
"2011-2012","TORINO","VIU'","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","19","18","37","0","","","",""
"2011-2012","TORINO","VOLPIANO","1 - Scuola dell'infanzia","3","17","204","228","432","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VOLPIANO","2 - Scuola primaria","0","","","","","2","33","343","396","739","0","","","","","0","","","",""
"2011-2012","TORINO","VOLPIANO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","19","200","228","428","0","","","",""
"2011-2012","TORINO","VOLVERA","1 - Scuola dell'infanzia","3","11","142","131","273","0","","","","","0","","","","","0","","","",""
"2011-2012","TORINO","VOLVERA","2 - Scuola primaria","0","","","","","3","23","222","238","460","0","","","","","0","","","",""
"2011-2012","TORINO","VOLVERA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","97","96","193","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ANTRONA SCHIERANCO","2 - Scuola primaria","0","","","","","1","3","4","4","8","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ANZOLA D'OSSOLA","1 - Scuola dell'infanzia","1","1","10","12","22","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ANZOLA D'OSSOLA","2 - Scuola primaria","0","","","","","1","5","11","20","31","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ARIZZANO","1 - Scuola dell'infanzia","1","2","29","27","56","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ARIZZANO","2 - Scuola primaria","0","","","","","1","5","45","56","101","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BACENO","1 - Scuola dell'infanzia","1","1","5","19","24","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BACENO","2 - Scuola primaria","0","","","","","1","5","12","16","28","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BACENO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","27","23","50","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BANNIO ANZINO","1 - Scuola dell'infanzia","1","1","3","6","9","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BANNIO ANZINO","2 - Scuola primaria","0","","","","","1","4","5","7","12","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BAVENO","1 - Scuola dell'infanzia","3","5","74","59","133","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BAVENO","2 - Scuola primaria","0","","","","","3","15","98","106","204","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BAVENO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","63","71","134","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BEE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","39","48","87","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BELGIRATE","1 - Scuola dell'infanzia","1","1","10","11","21","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BEURA-CARDEZZA","1 - Scuola dell'infanzia","1","2","18","12","30","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","BEURA-CARDEZZA","2 - Scuola primaria","0","","","","","1","5","14","24","38","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CALASCA-CASTIGLIONE","1 - Scuola dell'infanzia","1","1","3","3","6","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CALASCA-CASTIGLIONE","2 - Scuola primaria","0","","","","","1","4","5","10","15","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CAMBIASCA","1 - Scuola dell'infanzia","1","2","31","22","53","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CAMBIASCA","2 - Scuola primaria","0","","","","","1","5","46","42","88","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CANNERO RIVIERA","1 - Scuola dell'infanzia","1","2","15","14","29","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CANNERO RIVIERA","2 - Scuola primaria","0","","","","","1","5","19","29","48","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CANNERO RIVIERA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","27","24","51","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CANNOBIO","1 - Scuola dell'infanzia","2","5","77","56","133","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CANNOBIO","2 - Scuola primaria","0","","","","","1","11","104","100","204","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CANNOBIO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","74","76","150","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CASALE CORTE CERRO","1 - Scuola dell'infanzia","2","4","46","50","96","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CASALE CORTE CERRO","2 - Scuola primaria","0","","","","","2","12","106","93","199","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CASALE CORTE CERRO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","58","57","115","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CESARA","2 - Scuola primaria","0","","","","","1","5","36","36","72","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CRAVEGGIA","1 - Scuola dell'infanzia","1","1","10","9","19","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CRAVEGGIA","2 - Scuola primaria","0","","","","","1","5","14","15","29","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CREVOLADOSSOLA","1 - Scuola dell'infanzia","3","6","68","51","119","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CREVOLADOSSOLA","2 - Scuola primaria","0","","","","","3","14","89","104","193","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CREVOLADOSSOLA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","107","91","198","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CRODO","1 - Scuola dell'infanzia","1","2","25","17","42","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CRODO","2 - Scuola primaria","0","","","","","1","5","29","38","67","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CRODO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","19","17","36","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","CRODO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","1","8","17","98","115"
"2011-2012","VERBANO-CUSIO-OSSOLA","CURSOLO-ORASSO","2 - Scuola primaria","0","","","","","1","3","1","4","5","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","DOMODOSSOLA","1 - Scuola dell'infanzia","7","20","249","202","451","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","DOMODOSSOLA","2 - Scuola primaria","0","","","","","4","41","373","381","754","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","DOMODOSSOLA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","3","26","286","286","572","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","DOMODOSSOLA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","13","103","924","956","1880"
"2011-2012","VERBANO-CUSIO-OSSOLA","DRUOGNO","1 - Scuola dell'infanzia","1","2","14","19","33","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","DRUOGNO","2 - Scuola primaria","0","","","","","2","8","17","19","36","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","FORMAZZA","1 - Scuola dell'infanzia","1","1","6","5","11","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","FORMAZZA","2 - Scuola primaria","0","","","","","1","4","6","10","16","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GERMAGNO","2 - Scuola primaria","0","","","","","1","5","4","6","10","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GHIFFA","1 - Scuola dell'infanzia","2","2","31","21","52","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GHIFFA","2 - Scuola primaria","0","","","","","2","8","22","39","61","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GIGNESE","1 - Scuola dell'infanzia","1","2","21","15","36","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GIGNESE","2 - Scuola primaria","0","","","","","1","4","15","17","32","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GRAVELLONA TOCE","1 - Scuola dell'infanzia","2","9","132","111","243","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GRAVELLONA TOCE","2 - Scuola primaria","0","","","","","1","16","152","172","324","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GRAVELLONA TOCE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","76","92","168","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","GURRO","2 - Scuola primaria","0","","","","","1","2","2","1","3","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MACUGNAGA","1 - Scuola dell'infanzia","1","1","6","6","12","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MACUGNAGA","2 - Scuola primaria","0","","","","","1","5","10","21","31","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MALESCO","1 - Scuola dell'infanzia","1","2","12","17","29","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MALESCO","2 - Scuola primaria","0","","","","","2","10","30","32","62","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MASERA","1 - Scuola dell'infanzia","1","2","24","16","40","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MASERA","2 - Scuola primaria","0","","","","","1","5","22","27","49","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MERGOZZO","1 - Scuola dell'infanzia","1","3","40","22","62","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MERGOZZO","2 - Scuola primaria","0","","","","","1","6","60","52","112","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MERGOZZO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","28","32","60","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MONTECRESTESE","1 - Scuola dell'infanzia","1","2","15","22","37","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MONTECRESTESE","2 - Scuola primaria","0","","","","","1","5","17","17","34","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","MONTESCHENO","2 - Scuola primaria","0","","","","","1","5","6","12","18","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","NONIO","1 - Scuola dell'infanzia","1","2","18","16","34","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OGGEBBIO","1 - Scuola dell'infanzia","1","1","9","4","13","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OGGEBBIO","2 - Scuola primaria","0","","","","","2","7","20","18","38","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OGGEBBIO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","21","12","33","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OMEGNA","1 - Scuola dell'infanzia","5","19","227","208","435","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OMEGNA","2 - Scuola primaria","0","","","","","7","46","353","381","734","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OMEGNA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","3","24","231","252","483","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","OMEGNA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","9","49","478","427","905"
"2011-2012","VERBANO-CUSIO-OSSOLA","ORNAVASSO","1 - Scuola dell'infanzia","1","3","32","45","77","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ORNAVASSO","2 - Scuola primaria","0","","","","","1","9","62","94","156","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","ORNAVASSO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","48","74","122","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PALLANZENO","1 - Scuola dell'infanzia","1","2","18","15","33","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PALLANZENO","2 - Scuola primaria","0","","","","","1","4","14","22","36","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PIEDIMULERA","1 - Scuola dell'infanzia","1","4","27","36","63","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PIEDIMULERA","2 - Scuola primaria","0","","","","","1","5","44","38","82","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PIEVE VERGONTE","1 - Scuola dell'infanzia","1","2","23","28","51","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PIEVE VERGONTE","2 - Scuola primaria","0","","","","","1","5","39","38","77","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PIEVE VERGONTE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","35","46","81","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PREMENO","1 - Scuola dell'infanzia","1","1","8","8","16","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PREMENO","2 - Scuola primaria","0","","","","","1","5","8","4","12","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PREMIA","1 - Scuola dell'infanzia","1","1","2","9","11","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PREMIA","2 - Scuola primaria","0","","","","","1","5","11","9","20","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PREMOSELLO-CHIOVENDA","1 - Scuola dell'infanzia","1","2","16","21","37","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","PREMOSELLO-CHIOVENDA","2 - Scuola primaria","0","","","","","1","5","34","41","75","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","QUARNA SOPRA","2 - Scuola primaria","0","","","","","1","5","8","13","21","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","QUARNA SOTTO","1 - Scuola dell'infanzia","1","1","6","17","23","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","RE","1 - Scuola dell'infanzia","1","1","11","9","20","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","RE","2 - Scuola primaria","0","","","","","1","5","10","10","20","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","SAN BERNARDINO VERBANO","2 - Scuola primaria","0","","","","","1","5","19","28","47","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","SANTA MARIA MAGGIORE","1 - Scuola dell'infanzia","2","2","21","15","36","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","SANTA MARIA MAGGIORE","2 - Scuola primaria","0","","","","","1","5","23","28","51","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","SANTA MARIA MAGGIORE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","70","85","155","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","SEPPIANA","1 - Scuola dell'infanzia","1","1","5","13","18","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","STRESA","1 - Scuola dell'infanzia","3","7","79","50","129","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","STRESA","2 - Scuola primaria","0","","","","","1","10","94","109","203","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","STRESA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","72","84","156","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","STRESA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","5","34","331","421","752"
"2011-2012","VERBANO-CUSIO-OSSOLA","TOCENO","1 - Scuola dell'infanzia","1","1","14","7","21","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","TOCENO","2 - Scuola primaria","0","","","","","1","5","15","20","35","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","TRASQUERA","2 - Scuola primaria","0","","","","","1","4","4","3","7","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","TRONTANO","1 - Scuola dell'infanzia","2","2","21","19","40","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","TRONTANO","2 - Scuola primaria","0","","","","","2","10","27","27","54","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VALSTRONA","1 - Scuola dell'infanzia","2","2","20","17","37","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VALSTRONA","2 - Scuola primaria","0","","","","","3","14","42","30","72","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VALSTRONA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","15","28","43","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VANZONE CON SAN CARLO","1 - Scuola dell'infanzia","1","1","7","3","10","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VANZONE CON SAN CARLO","2 - Scuola primaria","0","","","","","1","5","19","14","33","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VANZONE CON SAN CARLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","29","25","54","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VARZO","1 - Scuola dell'infanzia","1","2","32","21","53","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VARZO","2 - Scuola primaria","0","","","","","1","5","40","38","78","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VARZO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","25","30","55","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VERBANIA","1 - Scuola dell'infanzia","12","35","425","403","828","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VERBANIA","2 - Scuola primaria","0","","","","","8","68","632","731","1363","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VERBANIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","3","46","521","573","1094","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VERBANIA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","10","145","1495","1503","2998"
"2011-2012","VERBANO-CUSIO-OSSOLA","VIGNONE","1 - Scuola dell'infanzia","1","2","18","28","46","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VIGNONE","2 - Scuola primaria","0","","","","","1","5","36","42","78","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VILLADOSSOLA","1 - Scuola dell'infanzia","3","8","77","89","166","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VILLADOSSOLA","2 - Scuola primaria","0","","","","","3","15","129","122","251","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VILLADOSSOLA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","13","123","138","261","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VILLETTE","1 - Scuola dell'infanzia","1","1","4","7","11","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VILLETTE","2 - Scuola primaria","0","","","","","1","5","7","9","16","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VOGOGNA","1 - Scuola dell'infanzia","1","2","23","25","48","0","","","","","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VOGOGNA","2 - Scuola primaria","0","","","","","1","5","40","24","64","0","","","","","0","","","",""
"2011-2012","VERBANO-CUSIO-OSSOLA","VOGOGNA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","61","60","121","0","","","",""
"2011-2012","VERCELLI","ALAGNA VALSESIA","1 - Scuola dell'infanzia","1","1","7","5","12","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","ALAGNA VALSESIA","2 - Scuola primaria","0","","","","","1","5","12","13","25","0","","","","","0","","","",""
"2011-2012","VERCELLI","ALICE CASTELLO","1 - Scuola dell'infanzia","1","3","43","30","73","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","ALICE CASTELLO","2 - Scuola primaria","0","","","","","1","7","62","69","131","0","","","","","0","","","",""
"2011-2012","VERCELLI","ARBORIO","1 - Scuola dell'infanzia","1","1","12","14","26","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","ARBORIO","2 - Scuola primaria","0","","","","","1","5","37","39","76","0","","","","","0","","","",""
"2011-2012","VERCELLI","ARBORIO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","32","43","75","0","","","",""
"2011-2012","VERCELLI","ASIGLIANO VERCELLESE","1 - Scuola dell'infanzia","1","2","27","30","57","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","ASIGLIANO VERCELLESE","2 - Scuola primaria","0","","","","","1","5","35","34","69","0","","","","","0","","","",""
"2011-2012","VERCELLI","ASIGLIANO VERCELLESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","41","57","98","0","","","",""
"2011-2012","VERCELLI","BALMUCCIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","29","40","69","0","","","",""
"2011-2012","VERCELLI","BIANZE'","1 - Scuola dell'infanzia","2","2","29","27","56","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","BIANZE'","2 - Scuola primaria","0","","","","","1","5","41","35","76","0","","","","","0","","","",""
"2011-2012","VERCELLI","BIANZE'","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","29","23","52","0","","","",""
"2011-2012","VERCELLI","BOCCIOLETO","1 - Scuola dell'infanzia","1","1","5","4","9","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","BOCCIOLETO","2 - Scuola primaria","0","","","","","1","5","4","5","9","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGO D'ALE","1 - Scuola dell'infanzia","1","2","33","18","51","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGO D'ALE","2 - Scuola primaria","0","","","","","1","5","41","45","86","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGO D'ALE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","58","64","122","0","","","",""
"2011-2012","VERCELLI","BORGOSESIA","1 - Scuola dell'infanzia","4","12","158","122","280","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGOSESIA","2 - Scuola primaria","0","","","","","3","25","248","284","532","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGOSESIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","18","174","208","382","0","","","",""
"2011-2012","VERCELLI","BORGOSESIA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","4","40","312","482","794"
"2011-2012","VERCELLI","BORGO VERCELLI","1 - Scuola dell'infanzia","1","4","52","38","90","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGO VERCELLI","2 - Scuola primaria","0","","","","","1","5","32","47","79","0","","","","","0","","","",""
"2011-2012","VERCELLI","BORGO VERCELLI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","2","16","17","33","0","","","",""
