"Anno","Provincia","Comune","Grado Scolastico","Conta","Num. Tot Sezioni","Num Tot Maschi","Num Tot Femmine","Totale","Conta","Tot Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr. T","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr.","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr."
"2010-2011","ALESSANDRIA","RIVALTA BORMIDA","2 - Scuola primaria","0","","","","","1","5","26","43","69","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","RIVALTA BORMIDA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","66","54","120","0","","","",""
"2010-2011","ALESSANDRIA","ROCCA GRIMALDA","1 - Scuola dell'infanzia","1","1","18","10","28","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","ROCCA GRIMALDA","2 - Scuola primaria","0","","","","","1","5","18","18","36","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","ROCCHETTA LIGURE","1 - Scuola dell'infanzia","1","1","16","13","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","ROCCHETTA LIGURE","2 - Scuola primaria","0","","","","","1","5","19","34","53","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","ROCCHETTA LIGURE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","13","6","19","0","","","",""
"2010-2011","ALESSANDRIA","ROSIGNANO MONFERRATO","2 - Scuola primaria","0","","","","","1","5","36","34","70","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","ROSIGNANO MONFERRATO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","48","53","101","0","","","",""
"2010-2011","ALESSANDRIA","ROSIGNANO MONFERRATO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","1","11","29","178","207"
"2010-2011","ALESSANDRIA","SALE","1 - Scuola dell'infanzia","1","3","42","36","78","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SALE","2 - Scuola primaria","0","","","","","1","10","83","93","176","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SALE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","63","77","140","0","","","",""
"2010-2011","ALESSANDRIA","SAN CRISTOFORO","1 - Scuola dell'infanzia","1","1","4","7","11","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN CRISTOFORO","2 - Scuola primaria","0","","","","","1","5","7","6","13","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN GIORGIO MONFERRATO","1 - Scuola dell'infanzia","1","1","10","12","22","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN GIORGIO MONFERRATO","2 - Scuola primaria","0","","","","","1","5","29","30","59","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN SALVATORE MONFERRATO","1 - Scuola dell'infanzia","2","5","66","59","125","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN SALVATORE MONFERRATO","2 - Scuola primaria","0","","","","","1","10","78","99","177","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN SALVATORE MONFERRATO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","60","58","118","0","","","",""
"2010-2011","ALESSANDRIA","SAN SEBASTIANO CURONE","1 - Scuola dell'infanzia","1","1","12","15","27","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN SEBASTIANO CURONE","2 - Scuola primaria","0","","","","","1","5","34","33","67","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAN SEBASTIANO CURONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","30","25","55","0","","","",""
"2010-2011","ALESSANDRIA","SAREZZANO","1 - Scuola dell'infanzia","1","1","14","15","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SAREZZANO","2 - Scuola primaria","0","","","","","1","5","27","28","55","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SERRALUNGA DI CREA","1 - Scuola dell'infanzia","1","1","12","13","25","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SERRALUNGA DI CREA","2 - Scuola primaria","0","","","","","1","5","21","26","47","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SERRAVALLE SCRIVIA","1 - Scuola dell'infanzia","2","7","77","95","172","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SERRAVALLE SCRIVIA","2 - Scuola primaria","0","","","","","1","12","128","120","248","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SERRAVALLE SCRIVIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","10","115","113","228","0","","","",""
"2010-2011","ALESSANDRIA","SEZZADIO","1 - Scuola dell'infanzia","1","2","22","18","40","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SEZZADIO","2 - Scuola primaria","0","","","","","1","5","26","29","55","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SILVANO D'ORBA","1 - Scuola dell'infanzia","1","2","20","25","45","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SILVANO D'ORBA","2 - Scuola primaria","0","","","","","1","5","34","45","79","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SILVANO D'ORBA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","19","32","51","0","","","",""
"2010-2011","ALESSANDRIA","SOLERO","1 - Scuola dell'infanzia","1","1","13","16","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SOLERO","2 - Scuola primaria","0","","","","","1","5","31","30","61","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SOLERO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","26","35","61","0","","","",""
"2010-2011","ALESSANDRIA","SPIGNO MONFERRATO","1 - Scuola dell'infanzia","1","1","15","14","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SPIGNO MONFERRATO","2 - Scuola primaria","0","","","","","1","5","26","17","43","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","SPIGNO MONFERRATO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","22","25","47","0","","","",""
"2010-2011","ALESSANDRIA","STAZZANO","1 - Scuola dell'infanzia","1","3","38","33","71","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","STAZZANO","2 - Scuola primaria","0","","","","","1","7","70","52","122","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","STREVI","1 - Scuola dell'infanzia","1","2","25","23","48","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","STREVI","2 - Scuola primaria","0","","","","","1","5","37","28","65","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TAGLIOLO MONFERRATO","1 - Scuola dell'infanzia","1","2","27","18","45","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TAGLIOLO MONFERRATO","2 - Scuola primaria","0","","","","","1","5","24","34","58","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TASSAROLO","1 - Scuola dell'infanzia","1","1","9","4","13","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TASSAROLO","2 - Scuola primaria","0","","","","","1","5","20","12","32","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TERRUGGIA","1 - Scuola dell'infanzia","1","2","30","19","49","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TERRUGGIA","2 - Scuola primaria","0","","","","","1","6","38","32","70","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TICINETO","1 - Scuola dell'infanzia","1","1","14","15","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TICINETO","2 - Scuola primaria","0","","","","","1","5","31","29","60","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TICINETO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","46","69","115","0","","","",""
"2010-2011","ALESSANDRIA","TORTONA","1 - Scuola dell'infanzia","7","29","384","349","733","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TORTONA","2 - Scuola primaria","0","","","","","5","58","625","651","1276","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","TORTONA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","3","32","371","369","740","0","","","",""
"2010-2011","ALESSANDRIA","TORTONA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","8","63","819","726","1545"
"2010-2011","ALESSANDRIA","VALENZA","1 - Scuola dell'infanzia","6","21","235","245","480","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VALENZA","2 - Scuola primaria","0","","","","","3","41","426","469","895","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VALENZA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","26","296","325","621","0","","","",""
"2010-2011","ALESSANDRIA","VALENZA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","5","34","416","315","731"
"2010-2011","ALESSANDRIA","VALMACCA","1 - Scuola dell'infanzia","1","1","18","8","26","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VALMACCA","2 - Scuola primaria","0","","","","","1","5","30","27","57","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGNALE MONFERRATO","1 - Scuola dell'infanzia","1","2","12","14","26","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGNALE MONFERRATO","2 - Scuola primaria","0","","","","","1","5","32","26","58","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGNALE MONFERRATO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","36","32","68","0","","","",""
"2010-2011","ALESSANDRIA","VIGNOLE BORBERA","1 - Scuola dell'infanzia","1","3","28","30","58","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGNOLE BORBERA","2 - Scuola primaria","0","","","","","1","7","51","64","115","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGNOLE BORBERA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","55","51","106","0","","","",""
"2010-2011","ALESSANDRIA","VIGUZZOLO","1 - Scuola dell'infanzia","1","3","43","38","81","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGUZZOLO","2 - Scuola primaria","0","","","","","1","8","54","76","130","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VIGUZZOLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","54","86","140","0","","","",""
"2010-2011","ALESSANDRIA","VILLALVERNIA","1 - Scuola dell'infanzia","1","1","11","18","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VILLALVERNIA","2 - Scuola primaria","0","","","","","1","5","25","21","46","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VILLANOVA MONFERRATO","1 - Scuola dell'infanzia","1","2","23","27","50","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VILLANOVA MONFERRATO","2 - Scuola primaria","0","","","","","1","5","45","49","94","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VILLANOVA MONFERRATO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","45","42","87","0","","","",""
"2010-2011","ALESSANDRIA","VILLAROMAGNANO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","39","24","63","0","","","",""
"2010-2011","ALESSANDRIA","VISONE","1 - Scuola dell'infanzia","1","2","23","23","46","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VISONE","2 - Scuola primaria","0","","","","","1","5","37","25","62","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VOLPEDO","1 - Scuola dell'infanzia","1","2","22","28","50","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VOLPEDO","2 - Scuola primaria","0","","","","","1","5","38","36","74","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VOLPEDO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","24","40","64","0","","","",""
"2010-2011","ALESSANDRIA","VOLTAGGIO","1 - Scuola dell'infanzia","1","1","16","13","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ALESSANDRIA","VOLTAGGIO","2 - Scuola primaria","0","","","","","1","5","16","13","29","0","","","","","0","","","",""
"2010-2011","ASTI","AGLIANO TERME","1 - Scuola dell'infanzia","1","1","17","14","31","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","AGLIANO TERME","2 - Scuola primaria","0","","","","","1","5","24","38","62","0","","","","","0","","","",""
"2010-2011","ASTI","ALBUGNANO","1 - Scuola dell'infanzia","1","1","7","11","18","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","ALBUGNANO","2 - Scuola primaria","0","","","","","1","5","19","33","52","0","","","","","0","","","",""
"2010-2011","ASTI","ANTIGNANO","1 - Scuola dell'infanzia","1","1","14","12","26","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","ANTIGNANO","2 - Scuola primaria","0","","","","","1","5","27","39","66","0","","","","","0","","","",""
"2010-2011","ASTI","ARAMENGO","1 - Scuola dell'infanzia","1","2","13","12","25","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","ASTI","1 - Scuola dell'infanzia","27","76","1064","900","1964","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","ASTI","2 - Scuola primaria","0","","","","","19","164","1646","1733","3379","0","","","","","0","","","",""
"2010-2011","ASTI","ASTI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","6","87","1034","1095","2129","0","","","",""
"2010-2011","ASTI","ASTI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","22","241","2565","2776","5341"
"2010-2011","ASTI","BALDICHIERI D'ASTI","1 - Scuola dell'infanzia","1","2","29","23","52","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","BALDICHIERI D'ASTI","2 - Scuola primaria","0","","","","","1","5","42","35","77","0","","","","","0","","","",""
"2010-2011","ASTI","BALDICHIERI D'ASTI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","7","75","71","146","0","","","",""
"2010-2011","ASTI","BUBBIO","1 - Scuola dell'infanzia","1","2","31","21","52","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","BUBBIO","2 - Scuola primaria","0","","","","","1","5","14","23","37","0","","","","","0","","","",""
"2010-2011","ASTI","BUTTIGLIERA D'ASTI","1 - Scuola dell'infanzia","1","2","27","29","56","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","BUTTIGLIERA D'ASTI","2 - Scuola primaria","0","","","","","1","5","52","54","106","0","","","","","0","","","",""
"2010-2011","ASTI","BUTTIGLIERA D'ASTI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","34","46","80","0","","","",""
"2010-2011","ASTI","CALAMANDRANA","1 - Scuola dell'infanzia","1","1","9","19","28","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CALAMANDRANA","2 - Scuola primaria","0","","","","","1","5","39","50","89","0","","","","","0","","","",""
"2010-2011","ASTI","CALLIANO","1 - Scuola dell'infanzia","1","2","26","19","45","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CALLIANO","2 - Scuola primaria","0","","","","","1","5","27","28","55","0","","","","","0","","","",""
"2010-2011","ASTI","CALOSSO","1 - Scuola dell'infanzia","1","1","14","14","28","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CALOSSO","2 - Scuola primaria","0","","","","","1","5","13","31","44","0","","","","","0","","","",""
"2010-2011","ASTI","CANELLI","1 - Scuola dell'infanzia","4","14","187","179","366","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CANELLI","2 - Scuola primaria","0","","","","","3","23","238","247","485","0","","","","","0","","","",""
"2010-2011","ASTI","CANELLI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","14","167","176","343","0","","","",""
"2010-2011","ASTI","CANELLI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","12","68","194","262"
"2010-2011","ASTI","CASSINASCO","2 - Scuola primaria","0","","","","","1","2","3","2","5","0","","","","","0","","","",""
"2010-2011","ASTI","CASTAGNOLE DELLE LANZE","1 - Scuola dell'infanzia","2","5","58","64","122","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTAGNOLE DELLE LANZE","2 - Scuola primaria","0","","","","","1","10","86","86","172","0","","","","","0","","","",""
"2010-2011","ASTI","CASTAGNOLE DELLE LANZE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","43","60","103","0","","","",""
"2010-2011","ASTI","CASTEL BOGLIONE","1 - Scuola dell'infanzia","1","1","12","16","28","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTEL BOGLIONE","2 - Scuola primaria","0","","","","","1","5","21","17","38","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELL'ALFERO","1 - Scuola dell'infanzia","1","3","34","36","70","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELL'ALFERO","2 - Scuola primaria","0","","","","","1","6","63","44","107","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELL'ALFERO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","96","116","212","0","","","",""
"2010-2011","ASTI","CASTELLO DI ANNONE","1 - Scuola dell'infanzia","1","2","24","29","53","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELLO DI ANNONE","2 - Scuola primaria","0","","","","","1","7","50","63","113","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO BELBO","1 - Scuola dell'infanzia","1","1","11","18","29","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO BELBO","2 - Scuola primaria","0","","","","","1","5","9","11","20","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO CALCEA","1 - Scuola dell'infanzia","1","1","10","7","17","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO CALCEA","2 - Scuola primaria","0","","","","","1","5","13","16","29","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO DON BOSCO","1 - Scuola dell'infanzia","1","3","40","31","71","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO DON BOSCO","2 - Scuola primaria","0","","","","","1","7","73","70","143","0","","","","","0","","","",""
"2010-2011","ASTI","CASTELNUOVO DON BOSCO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","72","60","132","0","","","",""
"2010-2011","ASTI","CASTELNUOVO DON BOSCO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","11","21","196","217"
"2010-2011","ASTI","CELLARENGO","2 - Scuola primaria","0","","","","","1","5","28","21","49","0","","","","","0","","","",""
"2010-2011","ASTI","CERRO TANARO","1 - Scuola dell'infanzia","1","1","14","7","21","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CINAGLIO","2 - Scuola primaria","0","","","","","1","5","27","21","48","0","","","","","0","","","",""
"2010-2011","ASTI","CISTERNA D'ASTI","1 - Scuola dell'infanzia","1","2","27","21","48","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CISTERNA D'ASTI","2 - Scuola primaria","0","","","","","1","5","31","37","68","0","","","","","0","","","",""
"2010-2011","ASTI","COCCONATO","1 - Scuola dell'infanzia","1","3","44","33","77","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","COCCONATO","2 - Scuola primaria","0","","","","","1","9","75","78","153","0","","","","","0","","","",""
"2010-2011","ASTI","COCCONATO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","39","51","90","0","","","",""
"2010-2011","ASTI","CORTANZE","1 - Scuola dell'infanzia","1","1","15","12","27","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CORTIGLIONE","1 - Scuola dell'infanzia","1","1","10","6","16","0","","","","","0","","","","","0","","","",""
"2010-2011","ASTI","CORTIGLIONE","2 - Scuola primaria","0","","","","","1","5","14","13","27","0","","","","","0","","","",""
"2010-2011","ASTI","COSTIGLIOLE D'ASTI","1 - Scuola dell'infanzia","3","8","87","112","199","0","","","","","0","","","","","0","","","",""
