"Anno";"Provincia";"CodiceIstatComune";"Comune";"DenominazioneEsercizio";"Indirizzo";"Tipologia";"SettoreMerceologico";"SuperficieDiVenditaMq";"InseritoInCC";"NuovaApertura";"Cessazione";"AmpliamentoRiduzione";"Volturazione";""
"2014";"Alessandria";"6003";"ALESSANDRIA";"WANG SUXIONG";"VIA PAVIA 63";"M";"Non alimentare";"1200";"NO";"1";"0";"0";"0";""
"2014";"Alessandria";"6024";"BRIGNANO-FRASCATA";"TRAVI SNC DI SCIUTTO LAURA";"LOC.FORNACE";"M";"Non alimentare";"493";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"PAGLIANO ARREDAMENTI S.R.L.";"VIA PALEOLOGI 30";"M";"Non alimentare";"2278";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6053";"CASTELNUOVO SCRIVIA";"CSP DI PACQUOLA BRUNO e C. SNC";"VIA L.EINAUDI 71/73";"M";"Non alimentare";"1422";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6081";"GAVI";"ALFI srl";"Via Serravalle 30r/4";"M";"Misto";"1200";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6101";"MONLEALE";"COOPERATIVA VOLPEDO FRUTTA";"PIAZZA IV NOVEMBRE 1";"M";"Alimentare";"800";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"RE.RO DI REPETTO VALTER e C. S.N.C.";"VIALE DEL COMMERCIO 6";"M";"Non alimentare";"995";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"BENNET S.P.A.";"VIA DUCHESSA DI GALLIERA 2";"M";"Misto";"1948";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"AGOSTO MOBILI S.N.C.";"STRADA MOLARE 81/C";"M";"Non alimentare";"500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6144";"RIVALTA BORMIDA";"AGRIMARKET MORBELLI S.A.S.";"REG MIRAGNE";"M";"Misto";"498";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"MUSSINI LILIANA";"VIA CAPITINI 2";"M";"Alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6153";"SAN GIORGIO MONFERRATO";"SOCIETA CASTAGNONE RELIO E C. SAS";"STRADA CASALE- ASTI 4";"M";"Non alimentare";"1376";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"MERCANDELLI S.R.L.";"VIA GRANDI 24";"M";"Non alimentare";"260";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"RUSTICO S.R.L.";"VIA ROMA 98";"M";"Non alimentare";"357";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6043";"CASSINE";"EDILCASSINE DI ADORNO-MORETTI S.N.C.";"Strada Statale valle Bormida Sud 11 A- 11B";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6059";"CERRINA MONFERRATO";"EREDI NERVO GIANCARLO DI TRIESTE SALVATRICE G.A S.A.";"VIA COLOMBAIO 1";"M";"Misto";"328";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"EDILCENTRO S.N.C. DI BASTO ANDREA E C.";"VIA P. ISOLA 49";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"TAKKO FASHION ITALIA SRL";"VIA DELLE VETRERIE 1";"M";"Non alimentare";"369";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"GOTTARDO S.P.A.";"VIA EDILIO RAGGIO 89/B";"M";"Non alimentare";"750";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6115";"OCCIMIANO";"EDILFERRO SPA";"VIA CASALE 13";"M";"Non alimentare";"280";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"ZHOY S.A.S. DI YE XUELEI & C.";"VIA NOVI 5";"M";"Non alimentare";"1250";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"ARZANI RENZO";"VIA A. DA BRESCIA";"M";"Non alimentare";"395";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6012";"BASALUZZO";"BERGAGLIO GIUSEPPE";"VIA NOVI 66B";"M";"Non alimentare";"360";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6012";"BASALUZZO";"UNES MAXI SPA";"VIA NOVI 91/C";"M";"Non alimentare";"950";"NO";"1";"0";"0";"0";""
"2014";"Alessandria";"6014";"BELFORTE MONFERRATO";"BENNET SPA";"MOLINO 1";"G";"Misto";"4760";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"FERRANDO CESARINA DI GAYET SERGIO E C. S.N.C.";"PIAZZA COPPA 7";"M";"Misto";"338";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"FRAVIT S.R.L.";"VIA VISCONTI 2/C";"M";"Non alimentare";"360";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"COSTANZO S.N.C. di COSTANZO GUIDO & C.";"VIA BENVENUTO SANGIORGIO 4";"M";"Non alimentare";"345";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"SELFITALIA S.R.L.";"LOCALITA' SAN BERNARDINO - ZONA D5 - POLO SPORTIVO E RICREATIVO";"G";"Non alimentare";"3500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6088";"LERMA";"MOBILIFICIO RASORE DI ORINI GIORGIO E BENSO FABIO SNC";"VIA DANTE 3";"M";"Non alimentare";"170";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"LIDL ITALIA S.R.L.";"VIA PIETRO ISOLA SNC";"M";"Misto";"1098";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"DEICHMANN CALZATURE S.R.L.";"VIA DELLE VETRERIE 1";"M";"Non alimentare";"372";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"ALFI S.R.L.";"VIA TORINO 16";"M";"Misto";"800";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"EDIL M S.A.S. DI MORIELLI AURO E C.";"STRADA MOLARE 62";"M";"Non alimentare";"600";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"FABBRICAZIONI IDRAULICHE S.P.A.";"STRADA NOVI 42";"M";"Non alimentare";"395";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6132";"PONTECURONE";"POMO Roberto";"IV Novembre 19";"M";"Non alimentare";"200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6028";"CANTALUPO LIGURE";"BERGANTI MARIA GRAZIA";"VIA UMBERTO I 8";"M";"Non alimentare";"200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"DIMO S.P.A.";"VIALE CAVALLI D'OLIVOLA 6";"M";"Non alimentare";"1500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"IN'S MERCATO S.P.A.";"CORSO VALENTINO 311";"M";"Misto";"442";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"BILLA AKTIENGESELLSCHAFT";"CORSO VALENTINO 207/215";"M";"Misto";"855";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"GOTTARDO S.P.A.";"VIA ROMA 47";"M";"Non alimentare";"331";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6075";"FRUGAROLO";"CUCINARREDI SRL";"S.S. 35 BIS DEI GIOVI Km. 19";"G";"Non alimentare";"3999";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"MIKA S.R.L.";"VIA ONETO 25";"M";"Non alimentare";"900";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"BENNET S.P.A.";"VIA DELLE VETRERIE 1";"M";"Non alimentare";"806";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"BENNET S.P.A.";"VIA DELLE VETRERIE 1";"G";"Misto";"4500";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6115";"OCCIMIANO";"SICA SRL";"VIA CASALE 11";"M";"Non alimentare";"1500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6138";"POZZOLO FORMIGARO";"E.G.D. MARKET  SRL";"PIAZZA ITALIA 5";"M";"Misto";"200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"COSTA POCO SRL";"VIA DANTE 95";"M";"Misto";"500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6155";"SAN SEBASTIANO CURONE";"VAL CURONE DI FERRARI LUIGI E FERRARI MARCO e C. SAS";"VIALE F.ANSELMI 22";"M";"Misto";"370";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"M. BUSINESS SRL";"VIA CASSANO 21";"G";"Non alimentare";"3000";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"MIROGLIO SPA";"VIALE DELLA MODA 1";"M";"Non alimentare";"165";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6021";"BOSCO MARENGO";"MORO DAVIDE";"S.S. 35 BIS DEI GIOVI 31";"M";"Non alimentare";"190";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"SPESA INTELLIGENTE  S.P.A.";"VIALE GIOLITTI 12";"M";"Misto";"880";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"GOTTARDO S.P.A.";"VIA BLIGNY 2/a";"M";"Non alimentare";"568";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6043";"CASSINE";"LA COMIDA S.R.L.";"CORSO COLOMBO 1/A";"M";"Misto";"499";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6089";"LU";"AMEDE PIETRO DI AMEDE G.MARCO eC.snc";"VIA ROMA 64";"M";"Non alimentare";"200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"LDD S.R.L.";"VIALE PINAN CICHERO 1/A";"M";"Misto";"300";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6142";"QUATTORDIO";"DAMASIO ARREDAMENTI DI ALBERTO DAMASIO";"VIA CIRCONVALLAZIONE 9";"M";"Non alimentare";"1080";"NO";"0";"0";"0";"1";""
"2014";"Alessandria";"6012";"BASALUZZO";"EDILCERAMICA DI TAMAGNINI BRUNA";"VIA NOVI 28";"M";"Non alimentare";"185";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6017";"BISTAGNO";"IDEA CASA DI VANDONE ORIETTA E C. SNC";"PIAZZA MONTEVERDE 12";"M";"Non alimentare";"170";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"COSSETTA AUTOMOBILI  S.R.L.";"STRADA VALENZA 7/E";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"NOVA COOP SOC. COOP. A R.L.";"PIAZZA ALDO MORO 15";"M";"Misto";"1495";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"MAGNANI ROBERTO";"VIA TREVIGI 17";"M";"Non alimentare";"570";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6043";"CASSINE";"SOCIETA' MARCONI DI TARRAMASCO BRUNA e C. S.N.C.";"CORSO MARCONI 1/A";"M";"Misto";"180";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6053";"CASTELNUOVO SCRIVIA";"GS SPA - GRUPPO CARREFOUR";"VIA M.D'AZEGLIO 12";"M";"Misto";"551";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6061";"CONZANO";"R.M. ARREDAMENTI S.R.L.";"VIA LANZA GIOVANNI 6";"M";"Non alimentare";"1200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6075";"FRUGAROLO";"MELCHIONNI GROUP SPA";"S.S. 35 BIS DEI GIOVI Km. 19";"M";"Non alimentare";"599";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6081";"GAVI";"DELLACASA F.LLI GIACOMO E PIETRO";"VIA PARODI 1";"M";"Non alimentare";"700";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"ZENTRUM ALESSANDRIA S.R.L.";"VIALE REGIONE PIEMONTE 15";"M";"Non alimentare";"350";"NO";"0";"1";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"SUPER JOLLI S.R.L.";"VIA RAGGIO 83/A";"M";"Non alimentare";"330";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"WANG QI";"VIA PIETRO ISOLA 26";"M";"Misto";"830";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"ALFI S.R.L.";"VIA PIETRO ISOLA SNC";"M";"Misto";"399";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6149";"ROSIGNANO MONFERRATO";"Pugno Giuseppe e C. Snc";"via Lanza 5";"G";"Non alimentare";"1667";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"VISTARINI M. AGOSTINA";"VIA ALESSANDRIA 26";"M";"Non alimentare";"350";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"ASICS ITALIA SPA";"VIALE DELLA MODA 1";"M";"Non alimentare";"496";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6075";"FRUGAROLO";"F.LLI BRUNO CALZATURE SRL";"S.S. 35 BIS DEI GIOVI KM.19";"M";"Non alimentare";"999";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6079";"GARBAGNA";"CARTASEGNA EMILIO E ANGELO SNC";"VIA ROMA 65";"M";"Non alimentare";"180";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6094";"MIRABELLO MONFERRATO";"EUROEDIL DI GIOGLIO LUIGI & C. SNC";"VIA MARIO TALICE 115";"M";"Non alimentare";"380";"NO";"0";"1";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"LIDL ITALIA SRL";"VIA VOLTRI SNC";"M";"Misto";"1017";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6132";"PONTECURONE";"LONGHI Luigi e BARIANI Pietro S.n.C.";"Via Dell'Artigianato";"M";"Non alimentare";"480";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6158";"SAREZZANO";"ROLANDI FLAVIO PRODOTTI AGRICOLI";"LOCALITA' PALAZZINA 1";"M";"Non alimentare";"360";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6159";"SERRALUNGA DI CREA";"FRATELLI MEDA";"VIA MADONNINA 37";"M";"Non alimentare";"188";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"SLAM SPA";"VIALE DELLA MODA 1";"M";"Non alimentare";"215";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"SANSONITE SPA";"VIALE DELLA MODA 1";"M";"Non alimentare";"162";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"NATALE GERARDO";"CORSO VALENTINO 255";"M";"Non alimentare";"302";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"CISALFA SPORT S.P.A.";"VIA MADRE TERESA DI CALCUTTA 1/INT. 2";"M";"Misto";"790";"SI";"1";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"DIMAR S.P.A.";"VIA XX SETTEMBRE 67";"M";"Misto";"1516";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"NI HAO BAZAR S.N.C. di WOO DAVIDE & C.";"VIA BUOZZI 16/D";"M";"Non alimentare";"390";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"NI HAO BAZAR S.N.C. di WOO DAVIDE & C.";"CORSO VALENTINO 207/215";"M";"Non alimentare";"840";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"YE XIAOXI";"CORSO VALENTINO 172";"M";"Non alimentare";"349";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6043";"CASSINE";"AMBIENTE CASA DI BALDI GEOM.GIANFRANCO E C. S.A.S";"CORSO MARCONI 38";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6053";"CASTELNUOVO SCRIVIA";"LAVEZZARI GIAN CARLO ED EMILIA SNC";"VIA SOLFERINO 55";"M";"Non alimentare";"288";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6068";"FELIZZANO";"MARANZANA MARIO";"Via G. Matteotti 28";"M";"Misto";"320";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6075";"FRUGAROLO";"MELCHIONNI GROUP SPA";"S.S.35 BIS DEI GIOVI KM.19";"M";"Non alimentare";"350";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6076";"FUBINE";"MILLEPIEDI DI GENOVESE S. e C: S.N.C.";"CORSO ALDO PORRO 22";"M";"Non alimentare";"309";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6081";"GAVI";"ARREDAMENTI BERGAGLIO DI BERGAGLIO ROBERTO E FAUSTO SNC";"VIA Z.BERTELLI 37R";"M";"Non alimentare";"1041";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6113";"MURISENGO";"G.M.G. s.r.l.";"VIA ASTI 35";"M";"Misto";"727";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"BILLA AG     (MARCHIO PENNY  MARKET)";"VIA OVADA SNC";"M";"Misto";"703";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"LIDL ITALIA S.R.L.";"STRADA NOVI 24";"M";"Misto";"580";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"RAVERA FORTUNATO DI RAVERA G.P. E C. S.N.C.";"STRADA REBBA 2";"M";"Non alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"ALFI SRL";"VIA DANTE 42/E";"M";"Misto";"567";"NO";"0";"0";"0";"1";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"POZZOLI S.P.A.";"VIA DEI GLICINI 15";"M";"Non alimentare";"375";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"DIMAR S.P.A.";"PIAZZA VENESIO 5";"M";"Misto";"1757";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"D.M.O. DETTAGLIO MODERNO ORGANIZZATO S.P.A.";"CORSO VALENTINO 149";"M";"Misto";"300";"NO";"1";"0";"0";"0";""
"2014";"Alessandria";"6073";"FRASSINETO PO";"BECCUTI ARREDAMENTI DI BECCUTI FRANCO & C. SNC";"VIA S.ROCCO 70";"M";"Non alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6095";"MOLARE";"G.R. DI RAFFAELLA GORRINO E DAVIDE RONDINONE SNC";"VIA ROMA 13";"M";"Misto";"200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"MICRO COMMERCIALE S.R.L.";"VIA CADUTI DI NASSIRIYA 94";"M";"Misto";"399";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6115";"OCCIMIANO";"ZETAGI DI ZANARDI GIOVANNI E C. SAS";"VIA CIRCONVALLAZIONE 2";"M";"Misto";"270";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6138";"POZZOLO FORMIGARO";"ESSE EMME S.R.L.";"VIA BELVEDERE 17/19";"G";"Misto";"4200";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"PICCININI SILVIA";"VIA BELLISOMI 6";"M";"Misto";"400";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6029";"CAPRIATA D'ORBA";"SUNFLOWER SRL";"VIA VALLEMME 3";"M";"Misto";"430";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"D.M.O. DETTAGLIO MODERNO ORGANIZZATO S.P.A.";"VIA LANZA 21";"M";"Misto";"303";"NO";"1";"0";"0";"0";""
"2014";"Alessandria";"6075";"FRUGAROLO";"MELCHIONNI GROUP SPA";"S.S. 35 BIS DEI GIOVI KM.19";"M";"Non alimentare";"200";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6081";"GAVI";"BALBI E MAZZARELLO SNC";"VIA SERRAVALLE 50R";"M";"Non alimentare";"836";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6092";"MELAZZO";"GARBARINO ARREDAMENTI  SNC";"LOC.QUARTINO 23";"M";"Non alimentare";"820";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"ALFI S.R.L.";"VIA NUOVA COSTA 1";"M";"Misto";"396";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6128";"PECETTO DI VALENZA";"IDROTERMICA DI PAVAN NATALEE C.  S.N.C.";"STRADA PER VALENZA 52";"M";"Non alimentare";"160";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"GOGGI SNC";"VIA ALLUVIONI 1";"M";"Non alimentare";"190";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6153";"SAN GIORGIO MONFERRATO";"MOBILI BARBANO SRL";"STRADA  ROSIGNANO 17";"M";"Non alimentare";"1422";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6021";"BOSCO MARENGO";"PEGASO IMPORT SAS DI CAMPION e C.";"S.S. 35 BIS DEI GIOVI 41";"M";"Non alimentare";"771";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"ZHOU JIANMIN";"VIA ADAM 39";"M";"Non alimentare";"399";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"MONDOBRICO S.R.L.";"STRADA VALENZA";"M";"Non alimentare";"2300";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"TATA ITALIA S.P.A.";"LOCALITA' SAN BERNARDINO - VIA MADRE TERESA DI CALCUTTA 1, int. 10";"M";"Non alimentare";"531";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6059";"CERRINA MONFERRATO";"RONDANO MOBILI SNC";"VIA GAMINELLA 8";"M";"Non alimentare";"1370";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6101";"MONLEALE";"DUE M DI MONCALVO MARCO & C: SNC";"VIA PELIZZA 1";"M";"Misto";"285";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6109";"MORANO SUL PO";"OK MARKET s.n.c.";"PIAZZA MORZONE 16";"M";"Misto";"200";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"CHEN JIABIAO";"VIA MAZZINI 157";"M";"Non alimentare";"1181";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6114";"NOVI LIGURE";"COOPERATIVA 4 S.C.";"VIA DEI MILLE 45";"M";"Misto";"380";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"GARBARINO ADRIANO";"VIA LUNG'ORBA MAZZINI 35";"M";"Non alimentare";"390";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"ORVEGO S.A.S. DI MARCHELLI G.PAOLO E C.";"CORSO LIBERTA' 45";"M";"Non alimentare";"310";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6121";"OVADA";"ASTOR CASA S.R.L.";"VIA VOLTRI 27";"M";"Non alimentare";"438";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6133";"PONTESTURA";"DECARLINI SILVANA";"FRAZ.CASTAGNONE 23";"M";"Non alimentare";"344";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6138";"POZZOLO FORMIGARO";"ROSEO ILLUMINAZIONE DI ROSEO EDMONDO e C. SNC";"VIA BELVEDERE 40";"M";"Non alimentare";"600";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6144";"RIVALTA BORMIDA";"""IVALDI ARREDA"" DI IVALDI G.";"Reg. Rocchiolo 134/B";"M";"Non alimentare";"880";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6151";"SALE";"ROSSI MOBILI SRL";"VIA ROSSELLI 11";"G";"Non alimentare";"2766";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6158";"SAREZZANO";"BONALDO MOBILI SRL";"VIA TORTONA 3";"M";"Non alimentare";"1500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"PETIT BATEAU ITALIA SRL";"VIALE DELLA MODA 1";"M";"Non alimentare";"173";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6160";"SERRAVALLE SCRIVIA";"SIXTY ITALY RETAIL S.R.L.";"VIALE DELLA MODA 1";"M";"Non alimentare";"173";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6014";"BELFORTE MONFERRATO";"BELL BOTTON SRL";"REGIONE FORNACI 12";"G";"Non alimentare";"2900";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6020";"BORGO SAN MARTINO";"L'Arcobaleno di Brillo Paolo e C.  s.n.c.";"Piazza V.Emanuele 7";"M";"Misto";"192";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"GRIGNOLIO e C. S.R.L.";"CORSO VALENTINO 125";"M";"Non alimentare";"500";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"FUTURA QUATTRO S.N.C. DI ARTESE DOMENCO & C.";"VIA ADAM 32";"M";"Misto";"520";"NO";"0";"0";"0";"1";""
"2014";"Alessandria";"6039";"CASALE MONFERRATO";"NOVA COOP SOC. COOP. A R.L.";"VIA MADRE TERESA DI CALCUTTA 1";"M";"Non alimentare";"1000";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6047";"CASTELLAZZO BORMIDA";"TOP LABOR SCARL";"VIA SANTUARIO 8";"M";"Misto";"370";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6053";"CASTELNUOVO SCRIVIA";"Alfi srl - via Voghera 59 - Casalnoceto (AL)";"viale IV novembre 10";"M";"Misto";"800";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6075";"FRUGAROLO";"MELCHIONNI GROUP S.p.A.";"S.S. 35 BIS DEI GIOVI Km. 19";"M";"Non alimentare";"700";"SI";"0";"0";"0";"0";""
"2014";"Alessandria";"6088";"LERMA";"MOBILI MARCHELLI DI MARCHELLI PATRIZIA e C. SNC";"C.SO L.SPINOLA 12";"M";"Non alimentare";"640";"NO";"0";"0";"0";"0";""
"2014";"Alessandria";"6097";"MOMBELLO MONFERRATO";"EPISODIO DI EPISODIO AMEDEO e ZIZZARI LELIA SNC";"VIA GAMINELLA 44";"M";"Alimentare";"160";"NO";"0";"0";"0";"0";""
